# spec: probe-log-2.9.29.27278.md
# sha256: 61ebfd3132178c831468edcc64fd75a1158e1e8dc405e5eff7e13f617bb61323
# generated: 2026-09-03 (re-stamped after rename; rows from the 2026-09-02 review)
subject	kind	status	claim	section	anchor
searchobjects timing	dependency		A 15 km scenery sphere at Tbilisi returns 25 118 objects, 1 256 553 bytes, in 353 ms server time and 355 ms round trip.	Objects the mission state cannot see, 2026-09-02	| Tbilisi | 15 km | 25 118 | 1 256 553 | 353 | 355 |
searchobjects timing	dependency		A 15 km scenery sphere at Sochi-Adler returns 7 749 objects, 379 509 bytes, in 297 ms server time and 297 ms round trip.	Objects the mission state cannot see, 2026-09-02	| Sochi-Adler | 15 km | 7 749 | 379 509 | 297 | 297 |
searchobjects timing	dependency		A 15 km scenery sphere at Batumi returns 12 167 objects, 597 506 bytes, in 279 ms server time and 282 ms round trip.	Objects the mission state cannot see, 2026-09-02	| Batumi | 15 km | 12 167 | 597 506 | 279 | 282 |
searchobjects timing	dependency		A 15 km scenery sphere at mountains (−200000, 780000) returns 297 objects, 14 931 bytes, in 4 ms server time and 4 ms round trip.	Objects the mission state cannot see, 2026-09-02	| mountains (−200000, 780000) | 15 km | 297 | 14 931 | 4 | 4 |
searchobjects timing	dependency		A 20 km scenery sphere at Kutaisi airfield, repeat returns 64 992 objects, 3 175 900 bytes, in 263 ms server time and 263 ms round trip.	Objects the mission state cannot see, 2026-09-02	| Kutaisi airfield, repeat | 20 km | 64 992 | 3 175 900 | 263 | 263 |
searchobjects timing	dependency		Serialising costs about 7 µs per object; the bridge adds under 3 ms.	Objects the mission state cannot see, 2026-09-02	About 7 µs per object serialised; the bridge adds under 3 ms.
v0 method	definition		V0 was measured with the Mission Editor open on each map, no mission, in the hook state.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Mission Editor open on each map, no mission, hook state. Per map: the
v0 method	definition		Per map V0 reads the fill triple 500 km outside the bounds rectangle and runs a lattice over the whole bounds rectangle testing the exact triple per point, height first and the other two calls on a match.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	first, the other two calls on a match); and at named sites the
v0 method	definition		At named sites V0 counts breakpoints along a 2 km line sampled at 10 m (samples whose second difference of GetHeight exceeds 1e-4) and the distance to the nearest road snap.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	second difference of `GetHeight` exceeds 1e-4) and the distance to the
v0 method	dependency		A lattice chunk holds the editor's frame for its whole run, so the bridge heartbeat stops.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	whole run (the bridge heartbeat stops), and the editor streams terrain
v0 method	dependency		The editor streams terrain on first touch, so a 1 km lattice costs about 45 µs per point in the editor against 1.8 µs on a loaded mission.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	on first touch, so a 1 km lattice costs about 45 µs per point here
fill inside bounds rectangle	dependency		Afghanistan bounds are SW / NE (−1180, −534) / (532, 757) km.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `Afghanistan` | (−1180, −534) / (532, 757) |
fill inside bounds rectangle	dependency		Afghanistan fill triple is 5.000005 / land / 0.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `Afghanistan` | (−1180, −534) / (532, 757) |
fill inside bounds rectangle	dependency		Afghanistan was tested on a 1 km lattice of 2 210 192 points in 99 s.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `Afghanistan` | (−1180, −534) / (532, 757) |
fill inside bounds rectangle	dependency		Afghanistan has 0 exact-fill points inside its bounds rectangle.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `Afghanistan` | (−1180, −534) / (532, 757) |
fill inside bounds rectangle	dependency		Afghanistan reads height 0 at 161 134 lattice points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `Afghanistan` | (−1180, −534) / (532, 757) |
fill inside bounds rectangle	dependency		Afghanistan reads near-fill but not fill at 4 920 lattice points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `Afghanistan` | (−1180, −534) / (532, 757) |
fill inside bounds rectangle	dependency		PersianGulf bounds are SW / NE (−460, −900) / (800, 800) km.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `PersianGulf` | (−460, −900) / (800, 800) |
fill inside bounds rectangle	dependency		PersianGulf fill triple is 10.00001 / land / 0.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `PersianGulf` | (−460, −900) / (800, 800) |
fill inside bounds rectangle	dependency		PersianGulf was tested on a 2 km lattice of 535 500 points in 17 s.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `PersianGulf` | (−460, −900) / (800, 800) |
fill inside bounds rectangle	dependency		PersianGulf has 0 exact-fill points inside its bounds rectangle.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `PersianGulf` | (−460, −900) / (800, 800) |
fill inside bounds rectangle	dependency		PersianGulf reads height 0 at 120 838 lattice points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `PersianGulf` | (−460, −900) / (800, 800) |
fill inside bounds rectangle	dependency		PersianGulf reads near-fill but not fill at 1 196 lattice points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `PersianGulf` | (−460, −900) / (800, 800) |
fill inside bounds rectangle	dependency		GermanyCW bounds are SW / NE (−600, −1100) / (200, −300) km.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `GermanyCW` | (−600, −1100) / (200, −300) |
fill inside bounds rectangle	dependency		GermanyCW fill triple is 5.000005 / land / 0.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `GermanyCW` | (−600, −1100) / (200, −300) |
fill inside bounds rectangle	dependency		GermanyCW was tested on a 1 km lattice of 640 000 points in 83 s.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `GermanyCW` | (−600, −1100) / (200, −300) |
fill inside bounds rectangle	dependency		GermanyCW has 3 exact-fill points inside its bounds rectangle, at (−79500, −441500), (−8500, −478500) and (−7500, −478500).	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `GermanyCW` | (−600, −1100) / (200, −300) |
fill inside bounds rectangle	dependency		GermanyCW reads height 0 at 142 568 lattice points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `GermanyCW` | (−600, −1100) / (200, −300) |
fill inside bounds rectangle	dependency		GermanyCW reads near-fill but not fill at 3 258 lattice points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| `GermanyCW` | (−600, −1100) / (200, −300) |
fill inside bounds rectangle	behavior		Fill lies outside the bounds rectangle on all three land-fill theatres; the rectangle is the raster and the raster is real terrain, coarse beyond the hull.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Fill lies outside the bounds rectangle on all three; the rectangle is
nodesmapborders	dependency		nodesMapBorders exists on every theatre: entry.lua on Caucasus, MissionGenerator/nodesMap.lua on the other seven.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`nodesMapBorders` exists on every theatre: `entry.lua` on Caucasus,
nodesmapborders	dependency		Afghanistan's nodesMapBorders is (−1180128, −534000, 532000, 756240), its own bounds rectangle.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	is (−1180128, −534000, 532000, 756240), its own bounds rectangle, and
nodesmapborders	dependency		GermanyColdWar's nodesMapBorders is (−696284, −1525514, 190500, 119030), larger than its bounds.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`GermanyColdWar`'s is (−696284, −1525514, 190500, 119030), larger than
nodesmapborders	definition		Outside Caucasus nodesMapBorders is the node-map image extent, not the hull.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	its bounds; it is the node-map image extent, not the hull.
breakpoints	definition		Breakpoints are counted per 2 km along an x-line, and on Afghanistan also a z-line, with the road distance.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Breakpoints per 2 km (x-line; Afghanistan also z-line) and road
breakpoint site	dependency		Kabul on Afghanistan at DCS (78600, 266467), height 1803 m, reads 169 / 165 breakpoints per 2 km with the nearest road 25 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Kabul | (78600, 266467) | 1803 | 169 / 165 | 25 |
breakpoint site	dependency		Kandahar on Afghanistan at DCS (−258151, −43082), height 1025 m, reads 159 / 146 breakpoints per 2 km with the nearest road 35 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Kandahar | (−258151, −43082) | 1025 | 159 / 146 | 35 |
breakpoint site	dependency		Herat on Afghanistan at DCS (41597, −373725), height 932 m, reads 164 / 137 breakpoints per 2 km with the nearest road 40 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Herat | (41597, −373725) | 932 | 164 / 137 | 40 |
breakpoint site	dependency		Bagram on Afghanistan at DCS (125783, 271826), height 1492 m, reads 102 / 96 breakpoints per 2 km with the nearest road 18 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Bagram | (125783, 271826) | 1492 | 102 / 96 | 18 |
breakpoint site	dependency		Jalalabad on Afghanistan at DCS (75450, 385054), height 573 m, reads 147 / 129 breakpoints per 2 km with the nearest road 8 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Jalalabad | (75450, 385054) | 573 | 147 / 129 | 8 |
breakpoint site	dependency		Mazar-i-Sharif on Afghanistan at DCS (309815, 67064), height 367 m, reads 35 / 33 breakpoints per 2 km with the nearest road 51 961 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Mazar-i-Sharif | (309815, 67064) | 367 | 35 / 33 | 51 961 |
breakpoint site	dependency		Islamabad on Afghanistan at DCS (15388, 637697), height 538 m, reads 34 / 21 breakpoints per 2 km with the nearest road 124 090 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Islamabad | (15388, 637697) | 538 | 34 / 21 | 124 090 |
breakpoint site	dependency		Zahedan on Afghanistan at DCS (−494436, −503721), height 1376 m, reads 123 / 117 breakpoints per 2 km with the nearest road 37 144 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Zahedan | (−494436, −503721) | 1376 | 123 / 117 | 37 144 |
breakpoint site	dependency		Quetta on Afghanistan at DCS (−411940, 85020), height 1666 m, reads 157 / 131 breakpoints per 2 km with the nearest road 79 584 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Quetta | (−411940, 85020) | 1666 | 157 / 131 | 79 584 |
breakpoint site	dependency		Arabian Sea coast on Afghanistan at DCS (−961115, −400817), height 44 m, reads 8 / 8 breakpoints per 2 km with the nearest road 438 564 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Arabian Sea coast | (−961115, −400817) | 44 | 8 / 8 | 438 564 |
breakpoint site	dependency		Turkmen desert on Afghanistan at DCS (561402, −559950), height 89 m, reads 0 / 0 breakpoints per 2 km with the nearest road 313 988 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Turkmen desert | (561402, −559950) | 89 | 0 / 0 | 313 988 |
breakpoint site	dependency		Tajik NE on Afghanistan at DCS (544653, 529081), height 90 m, reads 0 / 0 breakpoints per 2 km with the nearest road 283 079 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | Tajik NE | (544653, 529081) | 90 | 0 / 0 | 283 079 |
breakpoint site	dependency		35.7 N 51.4 E (outside bounds) on Afghanistan at DCS (253645, −1351857), height 5.0 m, reads 0 / 0 breakpoints per 2 km with the nearest road 827 358 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Afghanistan | 35.7 N 51.4 E (outside bounds) | (253645, −1351857) | 5.0 | 0 / 0 | 827 358 |
breakpoint site	dependency		Kerman on PersianGulf at DCS (453772, 70947), height 1751 m, reads 130 breakpoints per 2 km with the nearest road 29 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| PersianGulf | Kerman | (453772, 70947) | 1751 | 130 | 29 |
breakpoint site	dependency		Shiraz on PersianGulf at DCS (381004, −351745), height 1487 m, reads 72 breakpoints per 2 km with the nearest road 213 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| PersianGulf | Shiraz | (381004, −351745) | 1487 | 72 | 213 |
breakpoint site	dependency		Bandar Abbas on PersianGulf at DCS (114919, 13366), height 5.5 m, reads 58 breakpoints per 2 km with the nearest road 328 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| PersianGulf | Bandar Abbas | (114919, 13366) | 5.5 | 58 | 328 |
breakpoint site	dependency		Dubai on PersianGulf at DCS (−101294, −89414), height 5.00 m, reads 0 breakpoints per 2 km with the nearest road 403 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| PersianGulf | Dubai | (−101294, −89414) | 5.00 | 0 | 403 |
breakpoint site	dependency		Muscat on PersianGulf at DCS (−285514, 206363), height 12 m, reads 2 breakpoints per 2 km with the nearest road 95 994 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| PersianGulf | Muscat | (−285514, 206363) | 12 | 2 | 95 994 |
breakpoint site	dependency		Doha on PersianGulf at DCS (−90269, −467510), height 2.2 m, reads 3 breakpoints per 2 km with the nearest road 184 640 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| PersianGulf | Doha | (−90269, −467510) | 2.2 | 3 | 184 640 |
breakpoint site	dependency		Sur on PersianGulf at DCS (−397915, 335927), height 2.7 m, reads 7 breakpoints per 2 km with the nearest road 261 889 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| PersianGulf | Sur | (−397915, 335927) | 2.7 | 7 | 261 889 |
breakpoint site	dependency		Riyadh (outside bounds) on PersianGulf at DCS (−94553, −967588), height 622 m, reads 26 breakpoints per 2 km with the nearest road 587 907 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| PersianGulf | Riyadh (outside bounds) | (−94553, −967588) | 622 | 26 | 587 907 |
breakpoint site	dependency		Berlin on GermanyCW at DCS (−215567, −479854), height 38 m, reads 126 breakpoints per 2 km with the nearest road 33 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Berlin | (−215567, −479854) | 38 | 126 | 33 |
breakpoint site	dependency		Hamburg on GermanyCW at DCS (−71606, −692692), height 3.0 m, reads 114 breakpoints per 2 km with the nearest road 8 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Hamburg | (−71606, −692692) | 3.0 | 114 | 8 |
breakpoint site	dependency		Frankfurt on GermanyCW at DCS (−437691, −844247), height 104 m, reads 124 breakpoints per 2 km with the nearest road 54 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Frankfurt | (−437691, −844247) | 104 | 124 | 54 |
breakpoint site	dependency		Fulda on GermanyCW at DCS (−400389, −765519), height 267 m, reads 102 breakpoints per 2 km with the nearest road 63 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Fulda | (−400389, −765519) | 267 | 102 | 63 |
breakpoint site	dependency		Copenhagen on GermanyCW at DCS (141093, −493968), height 3.0 m, reads 90 breakpoints per 2 km with the nearest road 87 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Copenhagen | (141093, −493968) | 3.0 | 90 | 87 |
breakpoint site	dependency		Bremen on GermanyCW at DCS (−110597, −780048), height 12 m, reads 149 breakpoints per 2 km with the nearest road 146 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Bremen | (−110597, −780048) | 12 | 149 | 146 |
breakpoint site	dependency		Leipzig on GermanyCW at DCS (−338557, −565195), height 115 m, reads 159 breakpoints per 2 km with the nearest road 86 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Leipzig | (−338557, −565195) | 115 | 159 | 86 |
breakpoint site	dependency		Amsterdam on GermanyCW at DCS (−136484, −1056873), height 5.3 m, reads 4 breakpoints per 2 km with the nearest road 159 499 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Amsterdam | (−136484, −1056873) | 5.3 | 4 | 159 499 |
breakpoint site	dependency		Prague on GermanyCW at DCS (−493467, −433746), height 219 m, reads 6 breakpoints per 2 km with the nearest road 122 944 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Prague | (−493467, −433746) | 219 | 6 | 122 944 |
breakpoint site	dependency		Munich (outside bounds) on GermanyCW at DCS (−686704, −665004), height 524 m, reads 22 breakpoints per 2 km with the nearest road 190 871 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| GermanyCW | Munich (outside bounds) | (−686704, −665004) | 524 | 22 | 190 871 |
breakpoints	dependency		Authored sites read 58 to 169 breakpoints with a road within 403 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Authored sites read 58 to 169 breakpoints with a road within 403 m;
breakpoints	dependency		Unauthored sites read 0 to 35 breakpoints with the nearest road 52 to 827 km away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	unauthored sites read 0 to 35 with the nearest road 52 to 827 km away;
breakpoints	dependency		Dubai, flat with 0 breakpoints, is caught by its road.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Dubai (0 breakpoints, flat) is caught by its road. Zahedan and Quetta
breakpoints	dependency		Zahedan and Quetta are detailed terrain without roads.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	are detailed terrain without roads.
fill inside bounds rectangle	definition		The sea-fill theatres were measured by the same method on 2 km lattices.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Sea-fill theatres, same method, 2 km lattices: `Syria` bounds
fill inside bounds rectangle	dependency		Syria bounds are SW / NE (−460, −400) / (380, 500) km and its fill triple is 0 / sea / 100.000.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	(−460, −400) / (380, 500), fill 0 / `sea` / 100.000, 189 000 points in
fill inside bounds rectangle	dependency		Syria was tested on 189 000 lattice points in 41.5 s: exact fill 0, real sea 48 439, depth off Cyprus 2 570.8 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	41.5 s, exact fill 0, real sea 48 439 (depth off Cyprus 2 570.8 m);
fill inside bounds rectangle	dependency		SinaiMap bounds are SW / NE (−500, −280) / (500, 560) km and its fill triple is 0 / sea / 100.000.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`SinaiMap` bounds (−500, −280) / (500, 560), fill 0 / `sea` / 100.000,
fill inside bounds rectangle	dependency		SinaiMap was tested on 210 000 lattice points in 28.6 s: exact fill 0, real sea 76 253, max depth 3 236 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	210 000 points in 28.6 s, exact fill 0, real sea 76 253 (max depth
fill inside bounds rectangle	dependency		MarianaIslands bounds are SW / NE (−300, −800) / (1000, 800) km and its fill triple is 0 / sea / 100.000.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	3 236 m); `MarianaIslands` bounds (−300, −800) / (1000, 800), fill
fill inside bounds rectangle	dependency		MarianaIslands was tested on 520 000 lattice points in 0.9 s: exact fill 0, real sea 519 743, max depth 8 944 m, not sea 257.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	519 743 (max depth 8 944 m), not sea 257. In-bounds sea depth is not
fill triple	dependency		In-bounds sea depth is not bounded by 100 m; the fill test is exact equality of the triple.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	bounded by 100 m; the fill test is exact equality of the triple.
breakpoint site	dependency		Damascus on Syria at DCS (−168750, 31074), height 701 m, reads 113 breakpoints per 2 km with the nearest road 28 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Damascus | (−168750, 31074) | 701 | 113 | 28 |
breakpoint site	dependency		Aleppo on Syria at DCS (127835, 117377), height 394 m, reads 82 breakpoints per 2 km with the nearest road 5 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Aleppo | (127835, 117377) | 394 | 82 | 5 |
breakpoint site	dependency		Beirut on Syria at DCS (−124389, −40909), height 56 m, reads 73 breakpoints per 2 km with the nearest road 14 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Beirut | (−124389, −40909) | 56 | 73 | 14 |
breakpoint site	dependency		Haifa on Syria at DCS (−244734, −92809), height 273 m, reads 95 breakpoints per 2 km with the nearest road 7 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Haifa | (−244734, −92809) | 273 | 95 | 7 |
breakpoint site	dependency		Incirlik on Syria at DCS (220967, −34901), height 58 m, reads 60 breakpoints per 2 km with the nearest road 226 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Incirlik | (220967, −34901) | 58 | 60 | 226 |
breakpoint site	dependency		Nicosia on Syria at DCS (26626, −231073), height 151 m, reads 105 breakpoints per 2 km with the nearest road 23 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Nicosia | (26626, −231073) | 151 | 105 | 23 |
breakpoint site	dependency		Amman on Syria at DCS (−340856, −7396), height 818 m, reads 157 breakpoints per 2 km with the nearest road 41 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Amman | (−340856, −7396) | 818 | 157 | 41 |
breakpoint site	dependency		Diyarbakir on Syria at DCS (315533, 388303), height 674 m, reads 79 breakpoints per 2 km with the nearest road 385 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Diyarbakir | (315533, 388303) | 674 | 79 | 385 |
breakpoint site	dependency		Palmyra on Syria at DCS (−55380, 216749), height 412 m, reads 101 breakpoints per 2 km with the nearest road 71 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Palmyra | (−55380, 216749) | 412 | 101 | 71 |
breakpoint site	dependency		Deir ez-Zor on Syria at DCS (30380, 387320), height 215 m, reads 127 breakpoints per 2 km with the nearest road 16 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Deir ez-Zor | (30380, 387320) | 215 | 127 | 16 |
breakpoint site	dependency		Antalya (outside bounds) on Syria at DCS (236233, −457390), height 59 m, reads 2 breakpoints per 2 km with the nearest road 78 740 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Antalya (outside bounds) | (236233, −457390) | 59 | 2 | 78 740 |
breakpoint site	dependency		Mosul (outside bounds) on Syria at DCS (149720, 653520), height 231 m, reads 2 breakpoints per 2 km with the nearest road 206 803 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| Syria | Mosul (outside bounds) | (149720, 653520) | 231 | 2 | 206 803 |
breakpoint site	dependency		Cairo on SinaiMap at DCS (−790, −471), height 20 m, reads 117 breakpoints per 2 km with the nearest road 54 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Cairo | (−790, −471) | 20 | 117 | 54 |
breakpoint site	dependency		Tel Aviv on SinaiMap at DCS (225376, 337218), height 10 m, reads 100 breakpoints per 2 km with the nearest road 10 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Tel Aviv | (225376, 337218) | 10 | 100 | 10 |
breakpoint site	dependency		Sharm el-Sheikh on SinaiMap at DCS (−229548, 305923), height 31 m, reads 50 breakpoints per 2 km with the nearest road 267 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Sharm el-Sheikh | (−229548, 305923) | 31 | 50 | 267 |
breakpoint site	dependency		Suez on SinaiMap at DCS (−9767, 125807), height 3 m, reads 76 breakpoints per 2 km with the nearest road 23 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Suez | (−9767, 125807) | 3 | 76 | 23 |
breakpoint site	dependency		Alexandria on SinaiMap at DCS (130543, −124264), height 3 m, reads 80 breakpoints per 2 km with the nearest road 81 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Alexandria | (130543, −124264) | 3 | 80 | 81 |
breakpoint site	dependency		Aqaba on SinaiMap at DCS (−56921, 364010), height 46 m, reads 105 breakpoints per 2 km with the nearest road 68 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Aqaba | (−56921, 364010) | 46 | 105 | 68 |
breakpoint site	dependency		Beersheba on SinaiMap at DCS (133377, 339672), height 263 m, reads 108 breakpoints per 2 km with the nearest road 29 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Beersheba | (133377, 339672) | 263 | 108 | 29 |
breakpoint site	dependency		Amman on SinaiMap at DCS (213330, 446180), height 796 m, reads 143 breakpoints per 2 km with the nearest road 90 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Amman | (213330, 446180) | 796 | 143 | 90 |
breakpoint site	dependency		Tabuk on SinaiMap at DCS (−180800, 520100), height 770 m, reads 107 breakpoints per 2 km with the nearest road 16 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Tabuk | (−180800, 520100) | 770 | 107 | 16 |
breakpoint site	dependency		Asyut on SinaiMap at DCS (−317632, −11079), height 49 m, reads 80 breakpoints per 2 km with the nearest road 37 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Asyut | (−317632, −11079) | 49 | 80 | 37 |
breakpoint site	dependency		Luxor on SinaiMap at DCS (−483910, 133100), height 88 m, reads 33 breakpoints per 2 km with the nearest road 103 174 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| SinaiMap | Luxor | (−483910, 133100) | 88 | 33 | 103 174 |
breakpoint site	dependency		Guam, Andersen on MarianaIslands at DCS (10388, 14433), height 171 m, reads 99 breakpoints per 2 km with the nearest road 537 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| MarianaIslands | Guam, Andersen | (10388, 14433) | 171 | 99 | 537 |
breakpoint site	dependency		Guam, Hagatna on MarianaIslands at DCS (−1613, −5164), height 51 m, reads 88 breakpoints per 2 km with the nearest road 42 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| MarianaIslands | Guam, Hagatna | (−1613, −5164) | 51 | 88 | 42 |
breakpoint site	dependency		Saipan on MarianaIslands at DCS (187885, 104144), height 238 m, reads 157 breakpoints per 2 km with the nearest road 122 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| MarianaIslands | Saipan | (187885, 104144) | 238 | 157 | 122 |
breakpoint site	dependency		Tinian on MarianaIslands at DCS (166942, 91121), height 87 m, reads 152 breakpoints per 2 km with the nearest road 190 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| MarianaIslands | Tinian | (166942, 91121) | 87 | 152 | 190 |
breakpoint site	dependency		Rota on MarianaIslands at DCS (73222, 44133), height 403 m, reads 172 breakpoints per 2 km with the nearest road 550 m away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| MarianaIslands | Rota | (73222, 44133) | 403 | 172 | 550 |
breakpoint site	dependency		Pagan on MarianaIslands at DCS (512056, 108287), height 30 m, reads 190 breakpoints per 2 km with no road snap (nil).	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| MarianaIslands | Pagan | (512056, 108287) | 30 | 190 | nil |
